Aircrafts, Directions
Airbus A321-100/200,CDG-HEL,CDG-PRG,VKO-IST,IST-AYT,AYT-IST,IST-VKO,SVO-PRG,LED-SVO,LED-DME,KBP-ALA,KBP-SVO,DME-VIE,VIE-SOF,FCO-ZRH,FCO-FRA,FRA-LED,CDG-FCO,FCO-CDG,DUS-FCO,FCO-MUC,FRA-MUC,IST-LGW,LHR-IST,FRA-HAM,VIE-LHR,IST-SVX,MAN-LHR,AER-SVO,SVO-FCO,FCO-SVO,MAA-DEL,BOM-DEL,DME-MUC,MUC-FRA,DME-ZRH,ZRH-DME,MUC-DME,DUS-MUC,CDG-CPH,HEL-CDG,SVO-OVB,SVO-LED,CDG-FRA,SVO-WAW,CPH-CDG,FRA-BRU,DME-LHR,LHR-DME,BCN-FRA,BCN-SVO,SVO-AER,TXL-BCN,MAD-BCN,HEL-BCN,ZRH-BCN,BCN-ZRH,CDG-BCN,BCN-BER,LHR-LED,FRA-ARN,SHE-ICN,HAM-FRA,FRA-PRG,PRG-FRA,PRG-IST,SVO-BAX,BAX-SVO,PMI-HAM
Boeing 737-500 pax,PRG-CDG,DUS-HEL,DUS-PRG,LED-VKO,VKO-OVB,VKO-NJC,LED-AER,DME-LED,SIP-KBP,KBP-SVO,LED-DME,ODS-DME,LED-ODS,ODS-LED,LED-KBP,KBP-ODS,ODS-KBP,KBP-LED,ODS-VKO,VKO-ODS,SVO-RIX,LHR-WAW,KBP-DME,DME-KBP,VKO-UFA,AER-DME,DME-UFA,LED-UFA,VIE-ODS,KUF-LED,VKO-KRR,SGC-LED,DRS-FRA,MSQ-CDG,WAW-CDG,LED-HEL,LED-AAQ,VKO-KBP,SVO-KBP,KBP-VKO,DME-MSQ,MSQ-DME,ROV-LED,VKO-ROV,ROV-VKO,ROV-SVO,DME-ROV,SVO-ROV,LED-ROV,SVO-LED,TXL-KBP,MSQ-PRG,PRG-MSQ,RIX-FRA,EVN-TLV,MSQ-TLV,CDG-RIX,LED-SVO,DME-AER,WAW-LED,UFA-LED,VKO-LED,MRV-SVO,SVO-MRV,VKO-MRV,DME-MRV,MRV-DME,DME-KRR,LED-SGC
Embraer RJ145 Amazon,PRG-GOT,SOF-KBP,LHR-MAN,MSQ-KBP,KBP-MSQ
Boeing 717,ARN-HEL
170/190,WAW-PRG,PRG-WAW,PRG-MUC,MUC-FCO,FCO-MUC,WAW-SVO,MUC-DRS,CDG-WAW,SVO-WAW,BCN-WAW
Canadair Regional Jet 900,HEL-DUS,DUS-PRG,PRG-DUS,MUC-VCE,TLL-VNO,VNO-TLL,CPH-LED,MUC-ODS,ODS-MUC,DRS-MUC,MUC-DRS,MUC-PRG,MUC-BUD,BUD-MUC
Embraer 170,WAW-HEL,SVX-HEL,HEL-SVX,TXL-WAW,WAW-PRG,PRG-WAW,WAW-CDG,CDG-WAW,KGD-WAW
De Havilland Canada DHC-8-400 Dash 8Q,PRG-MUC,LED-RIX,RIX-ODS,RIX-DME,DME-RIX,RIX-LED,TXL-RIX,VIE-PRG,RIX-BRU,BRU-RIX,FRA-RIX,RIX-FRA,PRG-VIE
Boeing 737-300 pax,FRA-BRU,SVO-RIX,LED-DME,DME-LED,KBP-LED,SVO-KBP,KBP-SVO,KBP-VKO,RIX-SVO,VKO-KBP,CDG-RIX,KBP-PRG,PRG-KBP,CDG-FRA,RIX-BCN
Avro RJ70 / RJ85 / RJ100 Avroliner,BRU-PRG,ZRH-GVA,GVA-ZRH,PRG-BRU,GVA-PRG
Boeing 737-700 pax,HEL-DUS,VCE-DUS,DUS-VCE,VCE-TXL,TXL-LED,FCO-ARN,LHR-ARN,DUS-DRS,DRS-DUS,ORY-BER,BER-ORY,BCN-DUS,BER-LED,FRA-TXL,HAM-MUC,HAM-DUS,MUC-HAM,DUS-HAM
Airbus A330-300,SVO-AYT,ICN-DPS,HKG-KUL,DPS-ICN,SIN-HKG,PEK-CAN,CAN-BKK,ICN-BKK,BKK-HKG,BKK-PVG,HKG-BKK,BKK-ICN,AUH-DUS,MAA-DOH,SVO-VVO,VVO-SVO,SVO-UUS,AYT-SVO,JFK-HEL,FRA-YYZ,YYZ-FRA,SVO-TLV,BRU-JFK,JFK-BRU,CPH-EWR,EWR-ARN,FCO-JFK,JFK-SVO,SVO-JFK,JFK-GVA,TAO-ICN
Ilyushin 96,AYT-SVO,SVO-AYT
Boeing 737-800,VKO-IST,AYT-IST,VKO-ESB,IST-AYT,IST-VCE,VCE-IST,LED-TLV,TLV-DME,BER-FCO,FCO-BER,FCO-AMS,LED-AMS,AMS-FCO,HKG-DPS,SIN-DPS,KUL-CGK,KUL-DPS,CGK-DPS,CAN-BKK,PEK-CGO,CGO-BKK,PEK-CAN,DME-SIP,SIP-DME,VIE-FRA,MAD-TFN,MAD-FCO,TFN-MAD,TFN-BCN,IST-VKO,VIE-DME,DPS-CGK,CGK-PEK,AER-VKO,DME-AER,AER-DME,VKO-AER,MAA-DEL,SVO-KRR,OVB-DME,DME-OVB,IKT-SVO,DME-NSK,DME-TXL,TXL-DME,DUS-AYT,AYT-TXL,BKK-PVG,BKK-PEK,OSS-DME,SVO-CMN,ORY-CMN,CMN-SVO,DME-VIE,TXL-BCN,VIE-BCN,BER-BCN,DUS-BCN,LED-BCN,BCN-LED,FCO-VIE,FCO-IST,VIE-FCO,AMS-SVO,IST-FCO,AMS-MAD,AMS-LED,MAD-AMS,MAD-ORY,HRB-PVG,PEK-ICN,HRB-PEK,AMS-CDG,SGN-KUL,KUL-SGN,DPS-SIN,LED-DME,MAD-BCN,BCN-VIE,NOJ-VKO,YKS-DME,DME-KRR,PMI-XCR
Boeing 737-700,ESB-AYT,AMS-LED,AMS-MAD,HYD-MAA,BLR-MAA,DUS-DRS,DRS-DUS,TXL-DUS,NCE-DUS,OSL-CDG,TXL-BCN,LED-TXL,VKO-FCO,FCO-VKO,DME-MAD,HAM-DUS,HAM-MUC,KBP-AMS,AMS-KBP,AMS-CDG
Boeing 737-800 pax,AYT-IST,VKO-ESB,ESB-VKO,IST-VKO,IST-AYT,IST-VCE,VCE-IST,DUS-VCE,VCE-DUS,TXL-DME,LED-DME,DME-OVB,VKO-OVB,AER-VKO,DME-LED,FCO-DUS,KBP-LGW,LGW-KBP,MAN-IST,AER-DME,UUD-DME,DME-AER,MAA-DEL,ORY-BER,TXL-MUC,TXL-CGN,LED-TLV,DME-BER,BER-DME,FRA-OVB,DUS-BCN,TXL-BCN,BCN-DUS,BER-BCN,HRB-PEK,DME-VIE,DME-MUC,VKO-MRV,MRV-VKO,DME-KRR,VKO-KRR,SGC-VKO
Boeing 737-700 (winglets) pax,ESB-AYT,AYT-ESB,ARN-LED
Boeing 737,IST-VKO,AMS-VCE,VCE-AMS,SVO-AMS,AMS-SVO,LED-SGC,FCO-AMS,AMS-LED,PEK-CGO,KMG-BKK,PEK-KMG,MSQ-SIP,DME-MSQ,VKO-SIP,UFA-LED,LED-SIP,SVO-KBP,KBP-SOF,AMS-MAD,TFN-MAD,MAD-AMS,LED-AMS,AMS-FCO,KBP-SVO,LHR-AMS,AMS-MAN,MAN-AMS,VKO-UFA,KUF-VKO,VKO-KUF,DME-AER,AER-DME,AMS-CDG,CDG-AMS,AMS-BCN,BCN-AMS,RIX-HAM,CDG-KBP,DME-KRR,VKO-KRR,SGC-VKO,AMS-BUD,BUD-AMS,LED-UFA,UFA-DME
Airbus A318 / A319 / A320 / A321,SVO-AMS,AMS-SVO,SVO-PRG,SVO-FCO,PRG-SVO,FCO-MAD,FCO-VCE,DME-LHR,LHR-DME,LED-FCO,FCO-LED,SVO-CDG,CDG-SVO,FCO-SVO,CDG-PRG,SVO-KRR
ATR 42-300 / 320,PRG-VCE,VCE-PRG
McDonall Douglas-82,FCO-VCE
Embraer 170/175/190/195,VCE-AMS,AMS-PRG
Boeing 737-400,BRU-VCE,VKO-LED,LED-VKO,MAN-LGW,DME-AER,MRV-DME,KBP-SVO,SCO-DME,SVO-ROV,ROV-SVO,SVO-KBP,AER-DME,FCO-BRU,MAD-DME,FRA-WAW,LED-KBP
Saab 2000,VCE-GVA,FCO-RMI,RMI-FCO
Aerospatiale/Alenia ATR 72,MUC-VCE,NJC-OVB,SGC-KUF,SGC-UFA,SGC-KZN,KZN-VKO,KVD-GYD,GYD-ASF,GYD-TBS,KRK-WAW,GOJ-VKO
Airbus A330 all models,IST-VKO,HKG-KUL,DEL-IST,SVO-VVO,HEL-JFK,IAD-AMS,IST-JFK
Aerospatiale/Alenia ATR 42-300 / 320,PRG-VCE,VCE-PRG,PRG-HAM
Aeritalia ATR 72,SGC-OVB,OVB-NOJ,OVB-SGC
Antonov AN-140,LED-SVO,SVX-LED,DME-LED,LED-KBP,LED-ROV,LED-DME,VKO-LED,SVO-LED,LED-MRV,MRV-LED,LED-VKO
Boeing 737-400 pax,LED-VKO,KUL-DPS,VKO-LED,SVX-SIP,DME-AER,KBP-SVO,LED-KBP,KBP-LED,LGW-KBP,SVO-KBP,KBP-LGW,LGW-MAN,MAN-LGW,AER-DME,KUF-VKO,UFA-VKO,ROV-SVO,SVO-ROV,DME-MRV,MRV-DME,DME-KRR
Airbus Industrie A320-100/200,LED-ZRH,ZRH-FCO,MUC-LED,LED-FRA,FRA-FCO,FCO-ZRH,ZRH-LED,PRG-FCO,LED-BER,BER-LED,BER-FCO,LED-FCO,FCO-LED,LED-CDG,FRA-LED,LED-SVO,FCO-SVO,VVO-HKG,VVO-ICN,PUS-VVO,CMB-BLR,CMB-KUL,CMB-MAA,CMB-SIN,SIN-DPS,SVO-FRA,LHR-VIE,DME-DOH,DOH-DME,LED-AER,AER-LED,AER-SVO,KUF-SVO,SVO-AER,SVO-KUF,DME-AER,AER-DME,DEL-ALA,ALA-SVO,DME-AUH,AUH-BLR,MAA-AUH,AUH-DME,AUH-HYD,AUH-MAA,SGC-SVO,SVO-KRR,GYD-TBS,GYD-DME,GYD-KBP,MAD-BCN,DME-VIE,PRG-FRA,FRA-VKO,PEK-KHV,PEK-VVO,VVO-KHV,FRA-DME,CDG-FRA,CDG-BCN,BCN-FRA,BCN-VIE,PRG-BCN,BCN-PRG,BCN-BER,LED-DUS,LED-BCN,BCN-LED,MUC-FCO,VIE-FCO,VKO-FRA,IST-FCO,FCO-IST,FCO-VIE,VIE-DME,DME-BCN,BCN-FCO,FCO-BCN,BCN-DME,FCO-PRG,ZRH-DME,SVO-FCO,DME-KIV,KIV-FCO,FCO-KIV,KIV-DME,WAW-SVO,MAD-CDG,SVO-MAD,ZRH-MAD,MAD-MUC,MAD-SVO,CDG-MAD,SVO-LED,DME-MAD,HRB-PEK,KHV-VVO,HRB-PVG,ICN-VVO,HRB-DLC,HRB-TAO,TAO-ICN,HRB-VVO,HRB-KHV,OVB-SVO,FRA-BCN,BCN-BRU,SVO-BUD,LED-MUC
Airbus Industrie A321,FCO-MUC,LED-FRA,FRA-FCO,CDG-FCO,FCO-FRA,SVO-FCO,VIE-DME,SVO-AER,DEL-BOM,MAD-BCN,KHV-ICN,ICN-KHV,SVO-FRU,ZRH-BCN,CDG-BCN,BCN-FCO,FRA-LED,LED-MUC,MUC-BCN,BCN-ZRH,BCN-VIE,BCN-MUC,SVO-BCN,BCN-SVO,ARN-FRA,FRA-BCN,VIE-FCO,SVO-WAW,DME-MUC,VKO-IST,IST-VKO,DME-VIE,FCO-VIE,DME-ZRH,FCO-SVO,LED-SVO,MAD-FRA,SVO-MAD,HRB-PEK,PVG-PEK,PVG-ICN,OVB-DME,OVB-SVO,SVO-LED
Embraer 195,FCO-MUC,VIE-MUC,WAW-FCO,MUC-FCO,FCO-WAW,MUC-PRG,PRG-MUC,ALC-SOU
Airbus A318/321,FCO-AMS,AMS-SVO,FCO-SVO
De Havilland DHC-8 400 Series,LED-RIX,RIX-LED,RIX-DME,VIE-PRG,PRG-VIE,RIX-WAW,KGD-TXL,TXL-KRK
Boeing 737-300 (Winglets),RIX-FCO,GYD-RIX,LED-RIX,RIX-BCN,BCN-RIX,FCO-RIX
